ACCESSION_NUMBER	RPTOWNERCIK	RPTOWNERNAME	RPTOWNER_RELATIONSHIP	RPTOWNER_TITLE	RPTOWNER_TXT	RPTOWNER_STREET1	RPTOWNER_STREET2	RPTOWNER_CITY	RPTOWNER_STATE	RPTOWNER_ZIPCODE	RPTOWNER_STATE_DESC	FILE_NUMBER
0001062993-21-013695	0001791767	Merrill Craig A	Officer	CFO		C/O GCP APPLIED TECHNOLOGIES INC.	2325 LAKEVIEW PARKWAY, SUITE 500	ALPHARETTA	GA	30009		001-37533
0001179110-21-011276	0001095651	ISTAR INC.	TenPercentOwner			1114 AVENUE OF THE AMERICAS, 39TH FLOOR		NEW YORK	NY	10036		001-38122
0001062993-21-013693	0001654218	Bates Simon	Director,Officer	President and CEO		C/O GCP APPLIED TECHNOLOGIES INC.	2325 LAKEVIEW PARKWAY, SUITE 500	ALPHARETTA	GA	30009		001-37533
0001209191-21-071649	0001200461	TANNENBAUM LEONARD M	Other		Former 10% Owner (See Remarks)	525 OKEECHOBEE BLVD.	SUITE 1770	WEST PALM BEACH	FL	33401		814-00755
0001463101-21-000138	0001543777	Kothandaraman Badrinarayanan	Director,Officer	President & CEO		C/O ENPHASE ENERGY, INC.	47281 BAYSIDE PARKWAY	FREMONT	CA	94538		001-35480
0001209191-21-071648	0001859324	EBERHARD RYAN	Officer	Chief Product Officer		604 ARIZONA AVE		SANTA MONICA	CA	90401		001-40406
0000899243-21-050130	0001164475	DANIELS RONALD J	Director			C/O BRIDGEBIO PHARMA, INC.	421 KIPLING STREET	PALO ALTO	CA	94301		001-38959
0001209191-21-071647	0001861460	Garefis Amy	Officer	Chief Accounting Officer		604 ARIZONA AVE		SANTA MONICA	CA	90401		001-40406
0001437749-21-029535	0001197972	ANGELINI ANTHONY	Director,Officer	Chief Executive Officer		C/O TSS, INC.	110 E. OLD SETTLERS ROAD	ROUND ROCK	TX	78664		001-33627
0001437749-21-029534	0001556355	Mathew Aby J.	Officer	EVP & Chief Scientific Officer		C/O BIOLIFE SOLUTIONS, INC.	3303 MONTE VILLA PARKWAY, SUITE 310	BOTHELL	WA	98021		001-36362
0001437749-21-029533	0001683151	Foster Karen A.	Officer	Chief Quality Officer		C/O BIOLIFE SOLUTIONS, INC.	3303 MONTE VILLA PARKWAY, SUITE 310	BOTHELL	WA	98021		001-36362
0001437749-21-029532	0001389512	Rice Michael	Director,Officer	CEO		C/O BIOLIFE SOLUTIONS, INC.	3303 MONTE VILLA PARKWAY, SUITE 310	BOTHELL	WA	98021		001-36362
0001437749-21-029531	0001241181	DE GREEF RODERICK	Officer	COO & President		C/O BIOLIFE SOLUTIONS, INC.	3303 MONTE VILLA PARKWAY, SUITE 310	BOTHELL	WA	98021		001-36362
0001104659-21-154832	0001680640	Mo Michael	Director,Officer,TenPercentOwner	Chief Executive Officer		C/O KULR TECHNOLOGY GROUP, INC.	4863 SHAWLINE STREET	SAN DIEGO	CA	92111		001-40454
0001437749-21-029530	0001633186	Berard Todd	Officer	Chief Marketing Officer		C/O BIOLIFE SOLUTIONS, INC.	3303 MONTE VILLA PARKWAY, SUITE 310	BOTHELL	WA	98021		001-36362
0001493152-21-032918	0001252103	COLE DOUGLAS	Director			C/O AMERICAN BATTERY METALS CORPORATION	930 TAHOE BLVD, SUITE 802-16	INCLINE VILLAGE	NV	89451		000-55088
0001321732-21-000128	0001751980	Roberts Johanna	Officer	EVP, Gen. Counsel & Secretary		ONE PENUMBRA PLACE		ALAMEDA	CA	94502		001-37557
0001493152-21-032916	0001740330	Quist Adam George	Director,Officer	VP and General Counsel		4057 SOUTH OLIVIA VIEW LANE		SALT LAKE CITY	UT	84107		000-09341
0001520138-21-000825	0001847701	Leong Yew Poh	Director			61 SPRINGSIDE VIEW		SINGAPORE		786060		001-41187
0001415889-21-006318	0001882102	Lintonsmith Susan	Director			1624 MARKET ST, STE 311		DENVER	CO	80202		001-37379
0000899243-21-050127	0001901848	Blaney Liam E	Other		Member of 10% owner group (4)	C/O SIANA CARR O'CONNOR & LYNAM,	1500 EAST LANCASTER AVENUE	PAOLI	PA	19301		000-29472
0001567619-21-022725	0001786720	Saxonov Serge	Director,Officer	Chief Executive Officer		C/O 10X GENOMICS, INC.	6230 STONERIDGE MALL ROAD	PLEASANTON	CA	94588		001-39035
0001520138-21-000823	0001847701	Leong Yew Poh	Director			61 SPRINGSIDE VIEW		SINGAPORE		786060		001-41187
0001567619-21-022724	0001786391	Hindson Benjamin J.	Director,Officer	See Remarks		C/O 10X GENOMICS, INC.	6230 STONERIDGE MALL ROAD	PLEASANTON	CA	94588		001-39035
0001415889-21-006316	0001749345	Olinger Haydee	Director			1624 MARKET ST, STE. 311		DENVER	CO	80202		001-37379
0001127602-21-032076	0001683323	APPIO THOMAS	Officer	CEO, Pharma Business		400 SOMERSET CORPORATE BOULEVARD		BRIDGEWATER	NJ	08807		001-14956
0001213900-21-068212	0001889332	Johnson Shane Aaron	Officer	SVP, GM of BayMedica LLC		C/O INMED PHARMACEUTICALS INC.	310-815 WEST HASTINGS ST.	VANCOUVER	A1	V6C1B4	BRITISH COLUMBIA, CANADA	001-39685
0001127602-21-032074	0001614512	Grau Dominique	Officer	Senior Vice President		5301 STEVENS CREEK BLVD		SANTA CLARA	CA	95051		001-15405
0001209191-21-071646	0001886575	Betz Stephen F.	Officer	Chief Scientific Officer		C/O CRINETICS PHARMACEUTICALS, INC.	10222 BARNES CANYON ROAD, BLDG 2	SAN DIEGO	CA	92121		001-38583
0001567619-21-022723	0001748668	Lee Kang Jyh	Officer	President, Asia IC Photomask		15 SECOR ROAD		BROOKFIELD	CT	06804		001-39063
0001437749-21-029529	0001756790	Estate of Nancy P. Peterson	TenPercentOwner			C/O JEFFREY D. PETERSON	15708 WOODKNOLL LANE	MINNETONKA	MN	55345		000-09587
0001683168-21-006690	0001318338	Berger Jonathan W	Director			C/O MEDICINE MAN TECHNOLOGIES, INC.	4880 HAVANA ST., STE., 201	DENVER	CO	80239		000-55450
0001209191-21-071644	0001780270	DeVaul William	Officer	General Counsel and Secretary		C/O MORPHIC HOLDING, INC.	35 GATEHOUSE DRIVE, A2	WALTHAM	MA	02451		001-38940
0001025996-21-000217	0001352772	Roth Heidi Rena	Officer	See Remarks		C/O KILROY REALTY CORPORATION	12200 W. OLYMPIC BLVD., SUITE 200	LOS ANGELES	CA	90064		001-12675
0001683168-21-006688	0001467399	Kim OC	Director,Officer,TenPercentOwner	CEO		9707 WAPLES STREET, SUITE 150		SAN DIEGO	CA	92121		001-14891
0001209191-21-071643	0001786824	Mercer Patrick	Officer	COO		1212 TERRA BELLA AVENUE		MOUNTAIN VIEW	CA	94043		000-27598
0001683168-21-006686	0001467493	Nelson Gary Wendel	Director			9707 WAPLES STREET, SUITE 150		SAN DIEGO	CA	92121		001-14891
0001213900-21-068197	0001902294	MURTHY RAMESH	Officer	SVP, CAO and ICFO		C/O CANOO INC., 19951 MARINER AVENUE		TORRANCE	CA	90503		001-38824
0001683168-21-006684	0001467400	Lee Yun J	Officer	Chief Operating Officer		9707 WAPLES STREET, SUITE 150		SAN DIEGO	CA	92121		001-14891
0001493152-21-032914	0001500893	OKAMOTO MERRICK D	Director,Officer	Executive Chairman		C/O MARATHON PATENT GROUP, INC.	1180 N. TOWNE CENTER DRIVE, SUITE 100	LAS VEGAS	NV	89144		001-36555
0000936528-21-000137	0001556157	STEWART CORY D	Officer	SVP & PAO		425 PIKE STREET		SEATTLE	WA	98101		001-34654
0001683168-21-006682	0001844514	Kim Kristina S	Director			9707 WAPLES STREET, SUITE 150		SAN DIEGO	CA	92121		001-14891
0001683168-21-006680	0001806477	Chow Heidy Kingwan	Director			9707 WAPLES STREET, SUITE 150		SAN DIEGO	CA	92121		001-14891
0001683168-21-006678	0001476088	Chee Johnathan Wonjong	Director			9707 WAPLES STREET, SUITE 150		SAN DIEGO	CA	92121		001-14891
0000947871-21-001321	0001210010	LAWRENCE BRYAN H	Director			410 PARK AVENUE	19TH FLOOR	NEW YORK	NY	10022-4407		001-14129
0001250853-21-000117	0001725499	Sim Kenneth T.	Director,Officer	Executive Chairman		1668 S. GARFIELD AVE.	2ND FLOOR	ALHAMBRA	CA	91801		001-37392
0001209191-21-071641	0001026765	ROYSTON IVOR	Director,Officer	CEO & President		C/O VIRACTA THERAPEUTICS, INC.	2533 S COAST HWY 101, SUITE 210	CARDIFF	CA	92007		000-51531
0001415889-21-006313	0001595628	Angelis Dimitrios	Director			1624 MARKET ST	STE 311	DENVER	CO	80202		001-37379
0001415889-21-006311	0001256739	BULLIS EUGENE M	Director			1624 MARKET ST	STE 311	DENVER	CO	80202		001-37379
0001437749-21-029527	0001228572	CALVERT DENNIS P	Director,Officer	President		14921 CHESTNUT ST.		WESTMINSTER	CA	92683		000-19709
0001654954-21-013637	0001867741	Wang David Tzat-kin	Officer	Chief Technology Officer		1200 PROSPECT ST	STE 200	LA JOLLA	CA	92037		001-32277
0001654954-21-013635	0000902111	MIHAYLO STEVEN G	Director,Officer,TenPercentOwner	Chief Executive Officer		1615 S 52ND ST		TEMPE	AZ	85281		001-32277
0001627857-21-000140	0001722501	McMartin James Cameron	Director,Officer	Interim CFO		11120 FOUR POINTS DRIVE,	SUITE 100	AUSTIN	TX	78726		001-38297
0001567619-21-022721	0001187342	KNIGHT KEVIN P	Director,Officer	Executive Chairman		2002 WEST WAHALLA LANE		PHOENIX	AZ	85027		001-35007
0001207097-21-000457	0001207097	STAHL MURRAY	Director			C/O HORIZON KINETICS LLC	470 PARK AVE S 8TH FL S	NEW YORK	NY	10016		001-39804
0001207097-21-000457	0001056823	HORIZON KINETICS ASSET MANAGEMENT LLC	TenPercentOwner			470 PARK AVENUE SOUTH	4TH FLOOR SOUTH	NEW YORK	NY	10016		001-39804
0000003570-21-000118	0001259279	KILPATRICK DAVID B	Director			35 HARBOR RIDGE DR.		NEWPORT BEACH	CA	92660		001-16383
0001667731-21-000347	0001691482	Waterman Bruce Gordon	Director			C/O 370 17TH STREET, SUITE 1700		DENVER	CO	80202		001-39191
0001901205-21-000003	0001901205	Marin-Martinod Thierry	Officer	Chief Technology Officer		3901 MIDWAY PLACE NE		ALBUQUERQUE	NM	87109		001-39613
0000950103-21-020639	0001780525	Newstead Jennifer	Officer	Chief Legal Officer		C/O FACEBOOK, INC.	1601 WILLOW ROAD	MENLO PARK	CA	94025		001-35551
0001382821-21-000352	0001712169	Nagel Scott	Officer	Pres. of Strategic Initiatives		C/O REDFIN CORPORATION	1099 STEWART STREET, SUITE 600	SEATTLE	WA	98101		001-38160
0001667731-21-000345	0001518451	Shaw Brian Gordon	Director			C/O 370 17TH STREET, SUITE 1700		DENVER	CO	80202		001-39191
0001225208-21-015295	0001717672	Keefer James H JR	Officer	SVP, Controller & CAO		77 HOT METAL STREET		PITTSBURGH	PA	15203		001-33338
0001225208-21-015294	0001793496	Baldwin Marisa	Officer	EVP - CHRO		77 HOT METAL STREET		PITTSBURGH	PA	15203		001-33338
0001225208-21-015293	0001031000	SCHOTTENSTEIN JAY L	Director,Officer	Exec Chairman & CEO		4300 E. FIFTH AVE.		COLUMBUS	OH	43219		001-33338
0001225208-21-015292	0001362276	DAVIS STEVEN A	Director			77 HOT METAL STREET		PITTSBURGH	PA	15203		001-33338
0001225208-21-015291	0001460846	Rempell Michael R	Officer	EVP, Chief Operations Officer		AMERICAN EAGLE OUTFITTERS, INC.	401 5TH AVE.	NEW YORK	NY	10016		001-33338
0001225208-21-015290	0001513234	Spiegel Noel Joseph	Director			77 HOT METAL STREET		PITTSBURGH	PA	15203		001-33338
0001225208-21-015289	0001476613	Siegal Stacy	Officer	EVP and General Counsel		77 HOT METAL STREET		PITTSBURGH	PA	15203		001-33338
0001225208-21-015288	0001181513	PAGE JANICE E	Director			77 HOT METAL STREET		PITTSBURGH	PA	15203		001-33338
0001225208-21-015287	0001743026	McLean Andrew J.	Officer	EVP & Chief Commercial Officer		AMERICAN EAGLE OUTFITTERS, INC.	401 5TH AVE.	NEW YORK	NY	10016		001-33338
0001225208-21-015286	0001224829	MCMILLAN CARY D	Director			225 WEST WACKER DRIVE - SUITE 1600		CHICAGO	IL	60606		001-33338
0001225208-21-015285	0001282881	HENRETTA DEBORAH A	Director			77 HOT METAL STREET		PITTSBURGH	PA	15203		001-33338
0001225208-21-015284	0001595988	Foyle Jennifer M.	Officer	Global Brand President-aerie		AMERICAN EAGLE OUTFITTERS, INC.	401 5TH AVE.	NEW YORK	NY	10016		001-33338
0001225208-21-015283	0001578181	Sable David M.	Director			77 HOT METAL STREET		PITTSBURGH	PA	15203		001-33338
0001225208-21-015282	0001810871	Mathias Michael A.	Officer	EVP and CFO		77 HOT METAL STREET		PITTSBURGH	PA	15203		001-33338
0001437749-21-029524	0001514241	Peterson Jeffrey Dean	Director,TenPercentOwner			6111 BLUE CIRCLE DRIVE		MINNETONKA	MN	55343		000-09587
0001667731-21-000343	0001388812	Gentle Meg	Director			C/O 370 17TH STREET, SUITE 1700		DENVER	CO	80202		001-39191
0001628280-21-025697	0001833661	Nicoll Alison	Officer	General Counsel		C/O UPSTART HOLDINGS, INC.	2950 S. DELAWARE STREET, SUITE 300	SAN MATEO	CA	94403		001-39797
0001209191-21-071640	0001016835	RIGGS RORY B	Director			C/O ROYALTY PHARMA PLC	110 E. 59TH STREET	NEW YORK	NY	10022		001-39329
0001062993-21-013691	0001778464	De Crescenzo Neil E.	Director,Officer	President & CEO		C/O CHANGE HEALTHCARE INC.	424 CHURCH STREET, SUITE 1400	NASHVILLE	TN	37219		001-38961
0001077183-21-000280	0001869819	Wallar Gina M	Officer	President, Pharma Services		9490 NEOGENOMICS WAY		FORT MYERS	FL	33912		001-35756
0001062993-21-013690	0001778428	O'Reilly Roderick H.	Officer	See Remarks		C/O CHANGE HEALTHCARE INC.	424 CHURCH STREET, SUITE 1400	NASHVILLE	TN	37219		001-38961
0001077183-21-000279	0001869893	Morris Clive	Officer	President of Inivata		9490 NEOGENOMICS WAY		FORT MYERS	FL	33912		001-35756
0001209191-21-071638	0001823400	Notman Tali	Officer	Chief Revenue Officer		C/O JFROG LTD.	270 E. CARIBBEAN DRIVE	SUNNYVALE	CA	94089		001-39492
0001077183-21-000278	0001763533	Mallon Mark	Director,Officer	Chief Executive Officer		9490 NEOGENOMICS WAY		FORT MYERS	FL	33912		001-35756
0001077183-21-000277	0001518734	CARDOZA GEORGE	Officer	President & COO, Lab Ops		9490 NEOGENOMICS WAY		FORT MYERS	FL	33912		001-35756
0001062993-21-013689	0001424357	Whitley-Taylor Linda	Officer	EVP & Chief People Officer		C/O CHANGE HEALTHCARE INC.	424 CHURCH STREET, SUITE 1400	NASHVILLE	TN	37219		001-38961
0001209191-21-071637	0001654733	MCRAE MATTHEW BLAKE	Director,Officer	CEO		2200 FARADAY AVENUE, SUITE 150		CARLSBAD	CA	92008		001-38618
0001077183-21-000276	0001720001	McKenzie Kathryn B	Officer	Chief Financial Officer		9490 NEOGENOMICS WAY		FORT MYERS	FL	33912		001-35756
0001062993-21-013688	0001205421	MCENERY THOMAS	Officer	EVP & Chief Marketing Officer		C/O CHANGE HEALTHCARE INC.	424 CHURCH STREET, SUITE 1400	NASHVILLE	TN	37219		001-38961
0001667731-21-000341	0001132295	DEA PETER A	Director			C/O 370 17TH STREET, SUITE 1700		DENVER	CO	80202		001-39191
0001062993-21-013687	0001778457	Cecil Loretta A.	Officer	EVP, General Counsel		C/O CHANGE HEALTHCARE INC.	424 CHURCH STREET, SUITE 1400	NASHVILLE	TN	37219		001-38961
0001077183-21-000275	0001454941	Bonello William	Officer	President, Informatics		9490 NEOGENOMICS WAY		FORT MYERS	FL	33912		001-35756
0001062993-21-013686	0001778387	Laur Thomas	Officer	See Remarks		C/O CHANGE HEALTHCARE INC.	424 CHURCH STREET, SUITE 1400	NASHVILLE	TN	37219		001-38961
0001077183-21-000274	0001640500	BALLIET JENNIFER	Officer	VP and Chief Culture Officer		9490 NEOGENOMICS WAY		FORT MYERS	FL	33912		001-35756
0001567619-21-022719	0001507345	Nighan Warren JR	Officer	SVP Quality and Regulatory		14 PLAZA DRIVE		LATHAM	NY	12110		000-50761
0001062993-21-013685	0001540752	Eliasson Fredrik J	Officer	EVP & CFO		C/O CHANGE HEALTHCARE INC.	424 CHURCH STREET, SUITE 1400	NASHVILLE	TN	37219		001-38961
0001209191-21-071636	0001814872	Reddoch James F.	Officer	EVP, Research & Investments		C/O ROYALTY PHARMA PLC	110 E. 59TH STREET	NEW YORK	NY	10022		001-39329
0001213900-21-068185	0001650901	Sazdanoff Catherine	Director			C/O INMED PHARMACEUTICALS INC.	310-815 WEST HASTINGS ST.	VANCOUVER	A1	V6C1B4	BRITISH COLUMBIA, CANADA	001-39685
0001077183-21-000273	0001815335	Dieter Cynthia J	Officer	Chief Accounting Officer		9490 NEOGENOMICS WAY		FORT MYERS	FL	33912		001-35756
0001062993-21-013684	0001778438	Calhoun August	Officer	See Remarks		C/O CHANGE HEALTHCARE INC.	424 CHURCH STREET, SUITE 1400	NASHVILLE	TN	37219		001-38961
0001077183-21-000272	0001601360	Gilbert Halley E	Officer	Chief Legal Officer		9490 NEOGENOMICS WAY		FORT MYERS	FL	33912		001-35756
0001077183-21-000271	0001849414	Brown Douglas Matthew	Officer	Chief Strategy Officer		9490 NEOGENOMICS WAY		FORT MYERS	FL	33912		001-35756
0001213900-21-068184	0001818252	HULL ANDREW	Director			C/O INMED PHARMACEUTICALS INC.	310-815 WEST HASTINGS ST.	VANCOUVER	A1	V6C1B4	BRITISH COLUMBIA, CANADA	001-39685
0001104659-21-154814	0001893265	Smith Kevin William	Officer	VP & Chief Technology Officer		840 GESSNER ROAD	SUITE 1400	HOUSTON	TX	77024		001-10447
0001567619-21-022717	0001856380	Treace John T.	Director,Officer,TenPercentOwner	Chief Executive Officer		C/O TREACE MEDICAL CONCEPTS, INC.	203 FORT WADE ROAD, SUITE 150	PONTE VEDRA	FL	32081		001-40355
0001567619-21-022716	0001543753	Helsel Dave	Officer	SVP Global Operations and R&D		14 PLAZA DRIVE		LATHAM	NY	12110		000-50761
0001213900-21-068183	0001407235	Garner William J	Director			C/O INMED PHARMACEUTICALS INC.	310-815 WEST HASTINGS ST.	VANCOUVER	A1	V6C1B4	BRITISH COLUMBIA, CANADA	001-39685
0001415889-21-006309	0001814058	Brown Kirk Norman	TenPercentOwner			7721 SE 17TH STREET		VANCOUVER	WA	98660		001-39310
0001140361-21-043443	0001526696	EGI Investors, L.L.C.	TenPercentOwner			TWO NORTH RIVERSIDE PLAZA	SUITE 600	CHICAGO	IL	60606		001-36550
0001140361-21-043443	0001469407	Zell Credit Opportunities Master Fund, L.P.	TenPercentOwner			TWO NORTH RIVERSIDE PLAZA	SUITE 600	CHICAGO	IL	60606		001-36550
0001140361-21-043443	0001250731	CHAI TRUST CO LLC	TenPercentOwner			TWO NORTH RIVERSIDE PLAZA	SUITE 600	CHICAGO	IL	60606		001-36550
0001567619-21-022714	0001185191	TREACE JAMES T	Director			C/O TREACE MEDICAL CONCEPTS, INC.	203 FORT WADE ROAD, SUITE 150	PONTE VEDRA	FL	32081		001-40355
0001213900-21-068182	0001722673	Cutler Adam D.	Director			C/O INMED PHARMACEUTICALS INC.	310-815 WEST HASTINGS ST.	VANCOUVER	A1	V6C1B4	BRITISH COLUMBIA, CANADA	001-39685
0001209191-21-071632	0001880607	Hansen Steven Q.	Officer	Chief Financial Officer		C/O SARCOS TECHNOLOGY AND ROBOTICS CORP	650 SOUTH 500 WEST	SALT LAKE CITY	UT	84101		001-39897
0000899243-21-050118	0001873026	Schwartz Todd G.	Director,TenPercentOwner			ONE NORTH WACKER DRIVE, SUITE 3605		CHICAGO	IL	60606		001-39550
0000899243-21-050117	0001786322	Ciaramella Giuseppe	Officer	President & CSO		C/O BEAM THERAPEUTICS INC.,	26 LANDSDOWNE STREET	CAMBRIDGE	MA	02139		001-39208
0001567619-21-022713	0001476700	Clemmer James C	Director,Officer	President and CEO		14 PLAZA DRIVE		LATHAM	NY	12110		000-50761
0001567619-21-022711	0001823973	Centea Scott	Officer	SVP/GM, VIT		14 PLAZA DRIVE		LATHAM	NY	12110		000-50761
0001225208-21-015281	0001840493	Riley Deon	Officer	Chief Human Resources Officer		THREE LIMITED PARKWAY		COLUMBUS	OH	43230		001-08344
0001567619-21-022709	0001706852	Campbell Chad Thomas	Officer	SVP/GM, Vascular Access		14 PLAZA DRIVE		LATHAM	NY	12110		000-50761
0001209191-21-071629	0001878410	Smith Fraser	Officer,TenPercentOwner	Chief Innovation Officer		C/O SARCOS TECHNOLOGY AND ROBOTICS CORP	650 SOUTH 500 WEST	SALT LAKE CITY	UT	84101		001-39897
0001567619-21-022707	0001624250	Trowbridge Stephen A	Officer	EVP and CFO		14 PLAZA DRIVE		LATHAM	NY	12110		000-50761
0001014108-21-000225	0001768484	RUIZ THOMAS MARK	Officer	Chief Commercial Officer		3851 WEST HAMLIN ROAD		ROCHESTER HILL	MI	48309		001-35020
0001567619-21-022705	0001206725	ROSENZWEIG RICHARD C	Officer	SVP and General Counsel		14 PLAZA DRIVE		LATHAM	NY	12110		000-50761
